ID,en,ar,zh-Hans,zh-Hant,de,es,fa,fr,he,id,it,ja,ko,hu,nl,no,pl,pt-br,ru,uk,fi,vi,tr
AchievementDesc115,Complete the medium 15-Puzzle.,اكمل لغز - 15 المتوسط,完成中等难度的数字推盘。,完成中等難度的數字推盤。,Vervollständige das mittlere 15-Puzzle.,Complete el juego del 15 en nivel medio.,بازی پانزده را در درجه سختی متوسط به اتمام برسانید.,Résolvez le Taquin en mode en mode « moyen »,השלם את פאזל-15 ברמה בינונית.,Selesaikan Teka-teki 15 sedang.,Completa il Gioco del 15 medio.,難易度ミディアムで15パズルを完成させる。,중간 난이도의 슬라이드 퍼즐을 완료합니다.,Teljesítse a közepes Tili-tolit.,Voltooi de middelmatige 15-Puzzel.,"Fullfør det mediume ""15-Puzzle""-et.",Ukończ średni poziom piętnastki,Completar o Jogo do 15 Médio,Соберите пятнашки 4х4,"Пройдіть ""П'ятнашки"" 4х4",Täytä keskitasoinen 15-palapeli.,Hoàn thành trò chơi Xếp hình 15 số ở mức độ Vừa.,Orta seviye 15-Bulmaca tamamla.
AchievementTitle116,Wasn’t it 15?,لم يكن ذلك 15؟,英文版里这叫15谜题,英文版裡這叫15謎題,War es nicht 15?,¿No eran 15?,15 بود، نه؟,C'était pas 15 carreaux ?,זה לא היה 15?,Bukannya 15?,Non era 15?,15じゃなかった？,15개 아니었어요?,Nem 15 volt?,Was het niet 15?,Var det ikke 15?,A to nie 15?,Não era 15?,Разве не ПЯТНАшки?,Хіба не 15?,Eikö se ollut 15?,Chẳng phải nó là 15?,15 değil miydi?
AchievementDesc116,Complete the hard 15-Puzzle.,اكمل لغز - 15 الصعب,完成困难难度的数字推盘。,完成困難難度的數字推盤。,Vervollständige das schwer 15-Puzzle.,Complete el juego del 15 en nivel dificil.,بازی پانزده را در درجه سختی دشوار به اتمام برسانید.,Résolvez le Taquin en mode en mode « difficile »,השלם את פאזל-15 ברמה קשה.,Selesaikan Teka-teki 15 sulit.,Completare il Gioco del 15 difficile.,難易度ハードで15パズルを完成させる。,어려움 난이도의 슬라이드 퍼즐을 완료합니다.,Teljesítse a nehéz Tili-tolit.,Voltooi de moeilijke 15-Puzzel.,"Fullfør det vanskelige ""15-Puzzle""-et.",Ukończ trudny poziom piętnastki,Completar o Jogo do 15 Difícil,Соберите пятнашки 5х5,"Пройдіть ""П'ятнашки"" 5х5",Täytä vaikeaa 15-palapeli.,Hoàn thành trò chơi Xếp hình 15 số ở mức độ Khó.,Zor seviye 15-Bulmaca tamamla.
AchievementTitle117,World 7-4,العالم 4-7 الأخير,世界7-4,世界7-4,Welt 7-4,Mundo 7-4,مرحله 7-4,Monde 7-4,עולם 7-4,World 7-4,Mondo 7-4,ワールド7-4,스테이지 7-4,Világ 7-4,Wereld 7-4,Verden 7-4,Świat 7-4,Mundo 7-4,Мир 7-4,Світ 7-4,Maailma 7-4,Thế giới 7-4,Bölüm 7-4
AchievementDesc117,Complete the easy Torus Puzzle.,اكمل لغز تورس السهل,完成简单难度的环面游戏。,完成簡單難度的環面遊戲。,Vervollständige das einfache Torus Puzzle.,Completar el rompecabezas Torus en nivel fácil.,بازی تاوروس را در درجه سختی آسان به اتمام برسانید.,Résolvez le Puzzle Torique en mode « facile »,השלם את פאזל-טורוס ברמה קלה.,Selesaikan Teka-teki Torus mudah.,Completa il Torus Puzzle facile.,難易度イージーでトーラスパズルを完成させる。,쉬움 난이도의 토러스 퍼즐을 완료합니다.,Teljesítse a könnyű Tórusz Puzzle-t.,Voltooi de makkelijke Toruspuzzel.,Fullfør det enkle Torus-spillet.,Ukończ łatwy poziom Torusa,Completar o puzzle Torus Fácil.,Решите легку головоломку Тор,"Вирішіть головоломку ""Тор"" 3х3",Täytä helppo Torus Palapeli.,Hoàn thành trò chơi Xếp hình Torus ở mức độ Dễ.,Kolay seviye Torus Bulmacası tamamla.
AchievementTitle118,I Love Donuts,انا احب الدونات,我爱甜甜圈,我愛甜甜圈,Ich liebe Donuts,Amo las donas,من پیراشکی دوست دارم ,J'aime les donuts,אני אוהב סופגניות,Aku Cinta Donat,Io amo le Donuts,ドーナツ大好き,도넛 좋아요,Szeretem a Fánkokat,Ik hou van donuts,Jeg Elsker Smultringer,Kocham pączki,Eu amo Donuts,Я люблю пончики,Я люблю пончики,Rakastan Donitseja,Tôi yêu bánh vòng,Donutlara Bayılırım
AchievementDesc118,Complete the medium Torus Puzzle.,اكمل لغز تورس المتوسط,完成中等难度的环面游戏。,完成中等難度的環面遊戲。,Vervollständige das mittlere Torus Puzzle.,Completar el rompecabezas Torus en nivel medio.,بازی تاوروس را در درجه سختی متوسط به اتمام برسانید.,Résolvez le Puzzle Torique en mode « moyen »,השלם את פאזל-טורוס ברמה בינונית.,Selesaikan Teka-teki Torus sedang.,Completare il Torus Puzzle medio.,難易度ミディアムでトーラスパズルを完成させる。,중간 난이도의 토러스 퍼즐을 완료합니다.,Teljesítse a közepes Tórusz Puzzle-t.,Voltooi de middelmatige Toruspuzzel.,Fullfør det mediume Torus-spillet.,Ukończ średni poziom Torusa,Completar o puzzle Torus Médio.,Решите среднюю головоломку Тор,"Вирішіть  головоломку ""Тор"" 5х5",Täytä keskitasoinen Torus Palapeli.,Hoàn thành trò chơi Xếp hình Torus ở mức độ Vừa.,Orta seviye Torus Bulmacası tamamla.
AchievementTitle119,I Hate Donuts,انا اكره الدونات,我恨甜甜圈,我恨甜甜圈,Ich hasse Donuts,Odio las donas,من از پیراشکی متنفرم.,Je hais les donuts,אני שונא סופגניות,Aku Benci Donat,Io odio le Donuts,ドーナツなんて大嫌い,도넛 싫어요,Utálom a Fánkokat,Ik haat donuts,Jeg Hater Smultringer,Kocham pączki... a może jednak nie,Eu Odeio Donuts,Я ненавижу пончики,Я ненавиджу пончики,Vihaan Donitseja,Tôi ghét bánh vòng,Donutlardan Nefret Ederim
AchievementDesc119,Complete the hard Torus Puzzle.,اكمل لغز تورس الصعب,完成困难难度的环面游戏。,完成困難難度的環面遊戲。,Vervollständige das schwer Torus Puzzle.,Completar el rompecabezas Torus en nivel dificil.,بازی تاوروس را در درجه سختی دشوار به اتمام برسانید.,Résolvez le Puzzle Torique en mode « difficile »,השלם את פאזל-טורוס ברמה קשה.,Selesaikan Teka-teki Torus sulit.,Completa il Torus Puzzle difficile.,難易度ハードでトーラスパズルを完成させる。,어려움 난이도의 토러스 퍼즐을 완료합니다.,Teljesítse a nehéz Tórusz Puzzle-t.,Voltooi de moeilijke Toruspuzzel.,Fullfør det vanskelige Torus-spillet.,Ukończ trudny poziom Torusa,Completar o puzzle Torus Difícil.,Решите сложную головоломку Тор,"Вирішіть головоломку ""Тор"" 6х6",Täytä vaikeaa Torus Palapeli.,Hoàn thành trò chơi Xếp hình Torus ở mức độ Khó.,Zor seviye Torus Bulmacası tamamla.
AchievementTitle120,The Pointy End,النهاية المدببة,尖尖角,尖尖角,Das spitze Ende,El extremo puntiagudo,نوک پیکان,De cape et d'épée,בקצה המחודד,Ujung yang Runcing,La parte appuntita,先端,뾰족한 끝,Az Hegyes Vége,Het Puntige Eind,Den Spisse Enden,Szpiczaste zakończenie,A Ponta Pontuda,Заостренный конец,Загострений кінець,Terävänokkaisten pää,Đầu mũi nhọn,Sivri Uç
AchievementDesc120,Complete the easy Arrow Puzzle.,اكمل لغز السهم السهل,完成简单难度的箭头谜题。,完成簡單難度的箭頭謎題。,Vervollständige das einfache Pfeil Puzzle.,Completar el rompecabezas de las flechas fácil.,بازی فلش‌ها را در درجه سختی آسان به اتمام برسانید.,Compléter le puzzle fléché en mode « facile »,השלם את פאזל החצים ברמה קלה.,Selesaikan Teka-teki Panah mudah.,Completa il Puzzle della Freccia facile.,難易度イージーで矢印パズルを完成させる。,쉬움 난이도의 화살표 퍼즐을 완료합니다.,Teljesítse a Nyíl Puzzle-t.,Voltooi de makkelijke Pijlpuzzel.,Fullfør det enkle Pil-spillet.,Ukończ łatwy poziom strzałeczek,Complete o Puzzle da Seta Fácil.,Решите легкую векторную головоломку,Вирішіть легку векторну головоломку,Täytä helppo Nuoleiden Palapeli.,Hoàn thành trò chơi Xếp hình Mũi tên ở mức độ Dễ.,Kolay seviye Ok Bulmacası tamamla.
AchievementTitle121,Tip of the Iceberg,قمة جبل الجليد,冰山一角,冰山一角,Spitze des Eisbergs,La punta del iceberg,نوک کوه یخ,La pointe de l'iceberg,קצה הקרחון,Secuil Gunung Es,Punta dell'iceberg,氷山の一角,빙산의 일각,A Jéghegy Csúcsa ,Punt van de IJsberg,Toppen av Isfjellet,Wierzchołek góry lodowej,Ponta do Iceberg,Вершина айсберга,Вершина айсберга,Jäävuoren huippu,Phần nổi của tảng băng,Buzdağının Tepesi
AchievementDesc121,Complete the medium Arrow Puzzle.,اكمل لغز السهم المتوسط,完成中等难度的箭头谜题。,完成中等難度的箭頭謎題。,Vervollständige das mittlere Pfeil Puzzle.,Completar el rompecabezas de las flechas medio.,بازی فلش‌ها را در درجه سختی متوسط به اتمام برسانید.,Compléter le puzzle fléché en mode « moyen »,השלם את פאזל החצים ברמה בינונית.,Selesaikan Teka-teki Panah sedang.,Completa il Puzzle della Freccia medio.,難易度ミディアムで矢印パズルを完成させる。,중간 난이도의 화살표 퍼즐을 완료합니다.,Teljesítse a közepes Nyíl Puzzle-t.,Voltooi de middelmatige Pijlpuzzel.,Fullfør det mediume Pil-spillet,Ukończ średni poziom strzałeczek,Complete o Puzzle da Seta Médio.,Решите среднюю векторную головоломку,Вирішіть середню векторну головоломку,Täytä keskitasoinen Nuoleiden Palapeli.,Hoàn thành trò chơi Xếp hình Mũi tên ở mức độ Vừa.,Orta seviye Ok Bulmacası tamamla.
AchievementTitle122,The Iceberg,جبل الجليد,冰山,冰山,der Eisberg,El iceberg,کوه یخ,l'Iceberg,הקרחון,Sang Gunung Es,L'Iceberg,氷山,빙산,A Jéghegy ,De IJsberg,Isfjellet,Góra lodowa?,O Iceberg,Айсберг,Айсберг,Jäävuori,Toàn bộ cả tảng băng,Buzdağı
AchievementDesc122,Complete the hard Arrow Puzzle.,اكمل لغز السهم الصعب,完成困难难度的箭头谜题。,完成困難難度的箭頭謎題。,Vervollständige das schwer Pfeil Puzzle.,Completar el rompecabezas de las flechas dificil.,بازی فلش‌ها را در درجه سختی دشوار به اتمام برسانید.,Compléter le puzzle fléché en mode « difficile »,השלם את פאזל החצים ברמה קשה.,Selesaikan Teka-teki Panah sulit.,Completare il Puzzle della Freccia difficile.,難易度ハードで矢印パズルを完成させる。,어려움 난이도의 화살표 퍼즐을 완료합니다.,Teljesítse a nehéz Nyíl Puzzle-t.,Voltooi de moeilijke Pijlpuzzel.,Fullfør det vanskelige Pil-spillet.,Ukończ trudny poziom strzałeczek,Complete o Puzzle da Seta Difícil.,Решите сложную векторную головоломку,Вирішіть складну векторну головоломку,Täytä vaikeaa Nuoleiden Palapeli.,Hoàn thành trò chơi Xếp hình Mũi tên ở mức độ Khó.,Zor seviye Ok Bulmacası tamamla.
AchievementTitle123,I Want a Refund,اريد إعادة المال,我想退款,我想要退費,Ich will eine Rückerstattung,Quiero un reembolso,پولمو پس بدین!,Je veux un remboursement,אני רוצה החזר,Aku Ingin Pengembalian Dana,Voglio un rimborso,返金してほしい,환불해주세요,Szeretnék Visszatérítést Kérni,Ik Wil Mijn Geld Terug,Jeg vil ha en refundering,"Proszę, oddajcie mi gwiazdy ",Eu quero um reembolso,Я хочу возврат,Я хочу повернути гроші,Haluan palautus,Tôi muốn hoàn lại tiền,Para İademi İstiyorum
AchievementDesc123,Complete the expert Arrow Puzzle.,اكمل لغز السهم الخبير,完成专家箭头谜题。,完成專家難度的箭頭謎題。,Vervollständige das Experten Pfeil Puzzle.,Completar el rompecabezas de las flechas experto.,بازی فلش‌ها را در درجه سختی کارشناس به اتمام برسانید.,Compléter le puzzle fléché en mode « expert »,השלם את פאזל החצים ברמת מומחה.,Selesaikan teka-teki panah expert.,Completare il Puzzle della Freccia esperto.,難易度エキスパートで矢印パズルを完成させる。,전문가 난이도의 화살표 퍼즐을 완료합니다.,Teljesítse a szakértő Nyíl Puzzle-t.,Voltooi de expert Pijlpuzzel.,Fullfør det viderekommende Pil-spillet.,Ukończ ekspercki poziom strzałeczek,Complete o Puzzle da Seta Expert.,Решите экспертную векторную головоломку,Вирішіть експертну векторну головоломку,Täytä Ekspertti Nuoleiden Palapeli.,Hoàn thành trò chơi Xếp hình Mũi tên ở mức độ Chuyên gia.,Uzman seviye Ok Bulmacası tamamla.
TheoryConvergenceTestName,Convergence Test,إختبار القارب,审敛法,審斂法,Konvergenz-Test,Test de convergencia,آزمون همگرایی,Test de convergence,מבחן התכנסות,Uji Konvergensi,Criteri di Convergenza,収束判定,수렴판정,Konvergencia Teszt,Convergentietest,Konvergens Test,Kryteria zbieżności szeregów,Teste de convergência,Проверка сходимости,Перевірка збіжності,Konvergointikoe,Tiêu chuẩn hội tụ,Yakınsaklık Testi
ResearchTheoryMultiplierTitle,{0} income of all theories by {1},{0} وارد جميع النظريات بنسبة {1},所有理论的收入{0}{1},所有理論的收入{0}{1},{0} Einkommen aller Theorien mit {1},{0} ingreso de todas las teorías por {1},درآمد تمام نظریه‌‌‌ها با {1},{0} les revenus des théories de {1},{0} את ההכנסה של כל ההשערות ב-{1},{0} pendapatan dari semua teori dengan {1},{0} il reddito di tutte le teorie di {1},各理論の収入を {0} {1},모든 이론의 수입에 {0} {1},{0} bevételét az összes tételnek {1} által  ,{0} inkomen van alle theorieën met {1},{0} inntekt for alle teorier av {1},{0} dochód wszystkich teorii razy {1},{0} renda de todas as teorias por {1},{0} доход всех теорий в {1},{0} дохід всіх теорій в {1},{0} tulot kaikki teorioita {1},{0} thu nhập của mọi lí thuyết lên {1},{0} tüm teorilerin gelirini {1} oranında
DonateTitle,Donation,التبرع,捐赠,捐贈,Spende,Donación,کمک مالی,Don,תרומה,Sumbangan,Donazione,寄付,기부,Támogatás,Donatie,Donasjon,Darowizna,Doação,Пожертвование,Пожертвування,lahjoitus,Đóng góp,Bağış
